text,label
"['many', 'version', 'self', 'also', 'come', 'realise', 'least', 'one', 'completely', 'seperate', 'alter', 'function', 'alongside', 'whatever', 'version', 'front', 'mean', 'least', '2', 'one', 'child', 'adult', 'version', 'act', 'sometimes', 'mother', 'figure', 'adviser', 'stay', 'background', 'helping', 'via', 'passive', 'influence', 'trying', 'deal', 'real', 'life', 'stuff', 'sometimes', 'child', 'teen', 'match', 'age', 'little', 'come', 'someone', 'play', 'interact', 'level', 'like', 'play', 'twin', '16yr', 'old', 'actually', 'co', 'pilot', 'body', 'together', 'interact', 'conjoined', 'twin', 'would', 'share', 'control', 'body', 'mean', 'technically', 'could', 'one', 'alter', 'right', 'another', 'first', 'switch', 'another', 'front', 'completely', 'seperate', 'self', 'otherwise', 'possible']",5
"['hope', 'moderator', 'see', 'soon', 'escaping', 'internet', 'listening', 'music', 'looking', 'girl', 'bikini', 'online', 'window', 'shopping', 'form', 'maladaptive', 'day', 'dreaming']",5
"['ex', 'girlfriend', 'went', 'abortion', '7', 'month', 'ago', 'since', 'tried', 'asking', 'go', 'therapy', 'together', 'unpack', 'talk', 'reasoning', 'due', 'covid', 'lack', 'job', 'fear', 'disapproving', 'parent', 'shuts', 'conversation', 'pretty', 'quickly', 'move', 'normally', 'would', 'never', 'hate', 'talking', 'altogether', 'thus', 'stopped', 'asking', 'binge', 'watching', 'tv', 'show', 'movie', 'focusing', 'health', 'great', 'yes', 'thinking', 'understandable', 'feel', 'like', 'sweeping', 'thing', 'rug', 'disassociating', 'damaging', 'nowhere', '7', 'month', 'post', 'abortion', 'told', 'associate', 'abortion', 'thus', 'longer', 'disassociating', 'trauma', 'understand', 'despite', 'hurtful', 'since', 'supportive', 'feel', 'like', 'pushing', 'thought', 'anything', 'counting', 'rug', 'think', 'finally', '6', 'month', 'post', 'breakup', 'ran', 'sister', 'grocery', 'store', 'catching', 'asked', 'sister', 'said', 'funny', 'ask', 'talked', 'day', 'asked', 'unfortunately', 'said', 'thought', 'searched', 'killed', 'hear', 'long', 'relationship', 'thought', 'special', 'way', 'despite', 'breaking', 'felt', 'like', 'trying', 'disassociate', 'mind', 'life', 'sweeping', 'big', 'rug', 'thinking', 'disassociation', 'ever', 'catch', 'someone', 'need', 'handle', 'thing', 'pushed', 'would', 'ever', 'stop', 'disassociating', 'think', 'disassociation', 'last', 'lifetime', 'would', 'love', 'friend', 'like', 'dating', 'yah', 'doesnt', 'want', 'around', 'due', 'connection', 'seemingly', 'doesnt', 'want', 'head', 'either']",5
"['hi', 'everyone', 'md', 'since', 'think', '3', '4', 'year', 'old', 'met', 'best', 'friend', 'toxic', 'relationship', 'friend', 'spent', 'time', 'girl', 'parent', 'also', 'controlling', 'felt', 'trapped', 'time', 'used', 'md', 'coping', 'mechanism', 'world', 'created', 'rebel', 'superpower', 'world', 'superhero', 'orphan', 'cool', 'friend', 'amazing', 'boyfriend', 'husband', 'trigger', 'music', 'moving', 'way', 'mostly', 'jumping', 'could', 'also', 'swing', 'swing', 'later', 'realized', 'also', 'able', 'daydream', 'moving', 'vehicle', 'car', 'train', 'plane', 'also', 'walking', 'headphone', 'music', 'always', 'risk', 'tried', 'quit', 'many', 'time', 'like', 'addiction', 'also', 'diagnosed', 'ocd', 'make', 'self', 'harm', 'also', 'intrusive', 'thought', 'anxiety', 'take', 'medication', 'however', 'md', 'go', 'away', 'recently', 'made', 'another', 'attempt', 'stop', 'week', 'however', 'facing', 'problem', 'face', 'every', 'time', 'try', 'quit', 'see', 'want', 'daydream', 'get', 'light', 'feeling', 'chest', 'though', 'bulk', 'light', 'trying', 'rip', 'chest', 'get', 'outside', 'uncomfortable', 'feeling', 'far', 'bulk', 'go', 'away', 'daydream', 'know', 'effective', 'coping', 'light', 'think', 'might', 'emotion', 'turned', 'physical', 'feeling', 'often', 'experience', 'emotional', 'pain', 'turn', 'physical', 'pain', 'anybody', 'experience', 'honestly', 'know']",5
"['hi', 'everyone', 'joined', 'last', 'night', 'desperation', 'really', 'diagnosed', 'c', 'ptsd', 'ddnos', 'year', 'ago', 'dissociative', 'episode', 'largely', 'got', 'triggered', 'felt', 'extra', 'anxious', 'would', 'generally', 'last', 'le', 'couple', 'minute', 'therapist', 'said', 'usually', 'realised', 'absent', 'always', 'session', 'memory', 'discussed', 'also', 'experienced', 'thought', 'horrendous', 'short', 'term', 'memory', 'issue', 'year', 'long', 'remember', 'really', 'much', 'part', 'friend', 'family', 'take', 'mickey', 'forgetful', 'could', 'whole', 'conversation', 'people', 'swear', 'blind', 'idea', 'talking', 'could', 'really', 'important', 'letter', 'received', 'said', 'received', 'month', 'later', 'find', 'letter', 'stuffed', 'bag', 'box', 'even', 'car', 'seat', 'start', 'panicking', 'everyone', 'think', 'liar', 'get', 'reputation', 'untrustworthy', 'unreliable', 'messed', 'many', 'really', 'important', 'thing', 'way', 'make', 'question', 'sanity', 'feel', 'stupid', 'derealisation', 'depersonalisation', 'much', 'part', 'life', 'longer', 'question', 'like', 'totally', 'normal', 'sometimes', 'feel', 'like', 'floating', 'whatever', 'setting', 'looking', 'whatever', 'going', 'time', 'might', 'feel', 'like', 'everything', 'slow', 'motion', 'get', 'frustrated', 'want', 'press', 'fast', 'forward', 'sometimes', 'feel', 'like', 'watching', 'film', 'one', 'old', 'fashioned', 'projector', 'everything', 'jumpy', 'sometimes', 'silent', 'sometimes', 'voice', 'sometimes', 'see', 'lip', 'moving', 'sound', 'coming', 'fit', 'scene', 'e', 'g', 'could', 'flashback', 'something', 'pleasant', 'hear', 'one', 'people', 'talking', 'making', 'cake', 'make', 'feel', 'like', 'total', 'nutter', 'lot', 'time', 'really', 'spoken', 'stuff', 'despite', 'year', 'therapy', 'many', 'different', 'people', 'one', 'saw', '10', 'year', 'always', 'thought', 'thing', 'head', 'said', 'loud', 'would', 'locked', 'dismissed', 'liar', 'therapy', 'session', 'become', 'deeper', 'intense', 'recently', 'told', 'something', 'week', 'never', 'told', 'anyone', 'else', 'ever', 'absolutely', 'intention', 'moment', 'told', 'automatically', 'regretted', 'wished', 'reaction', 'honestly', 'brilliant', 'even', 'said', 'telling', 'made', 'perfect', 'sense', 'inside', 'felt', 'guilty', 'like', 'would', 'know', 'somehow', 'get', 'back', 'telling', 'felt', 'like', 'massive', 'betrayal', 'really', 'scared', 'almost', 'like', 'waiting', 'bolt', 'lightening', 'strike', 'wipe', 'know', 'sound', 'extreme', 'dramatic', 'metaphor', 'could', 'come', 'severity', 'fear', 'opened', 'always', 'felt', 'different', 'even', 'kid', 'never', 'felt', 'like', 'fit', 'anywhere', 'saw', 'felt', 'thing', 'others', 'seemed', 'oblivious', 'behaviour', 'kind', 'weird', 'really', 'always', 'talked', 'whole', 'conversation', 'like', 'normal', 'talking', 'role', 'play', 'every', 'single', 'situation', 'head', 'head', 'never', 'quiet', 'peaceful', 'always', 'feel', 'busy', 'loud', 'edit', 'whole', 'time', 'throughout', 'every', 'single', 'interaction', 'people', 'measured', 'approach', 'careful', 'bring', 'kind', 'confrontation', 'aggression', 'situation', 'look', 'going', 'way', 'retreat', 'inside', 'like', 'braver', 'version', 'come', 'deal', 'aware', 'one', 'side', 'throughout', 'adult', 'life', 'call', 'name', 'know', 'part', 'deal', 'thing', 'get', 'triggered', 'idea', 'many', 'part', 'may', 'may', 'feel', 'safe', 'trust', 'sensible', 'grown', 'know', 'handle', 'thing', 'even', 'debated', 'whether', 'change', 'name', 'deed', 'poll', 'year', 'ago', 'wondering', 'called', '___', 'would', 'help', 'respond', 'thing', 'way', 'weird', 'post', 'get', 'bit', 'weirder', '2', 'friend', 'although', 'discussed', 'dissociation', 'great', 'relationship', 'many', 'alters', 'well', 'never', 'listened', 'thing', 'said', 'thought', 'like', 'feel', 'way', 'appear', 'different', 'voice', 'accent', 'language', 'gender', 'think', 'demeanour', 'particularly', 'changed', 'much', 'surely', 'someone', 'would', 'told', 'year', 'really', 'aware', 'much', 'know', 'absent', 'returned', 'never', 'idea', 'gone', 'present', 'therapist', 'worked', 'lot', 'said', 'obviously', 'diagnose', 'fully', 'aware', 'said', 'belief', 'everything', 'coming', 'belief', 'towards', 'higher', 'end', 'scale', 'hearing', 'scared', 'much', 'seems', 'real', 'guess', 'covid', 'dy', 'bit', 'chat', 'gp', 'see', 'referred', 'back', 'psychiatrist', 'honest', 'cmhrs', 'pretty', 'poor', 'non', 'covid', 'time', 'could', 'take', 'meantime', 'stuck', 'really', 'knowing', 'sure', 'really', 'scared', 'mention', 'friend', 'never', 'train', 'asked', 'jump', 'want', 'friendship', 'become', 'whatever', 'plus', 'honesty', 'see', 'way', 'see', 'know', 'absolutely', 'idea', 'really', 'scared', 'finding', 'yet', 'feel', 'need', 'know', 'make', 'sense', 'anyone', 'sorry', 'going']",5
"['think', 'would', 'sort', 'connection']",5
"['example', 'depersonalisation', 'see', 'body', 'affect', 'relationship', 'co', 'think', 'sister', 'friend', 'brother', 'think', 'relationship', 'personality', 'believe', 'occupies', 'body', 'seeing', 'physical', 'body', 'transport', 'vessel', 'like', 'borrowing', 'get', 'b', 'like', 'borrowing', 'someone', 'else', 'car', 'get', 'somewhere']",5
"['know', 'sound', 'like', 'meme', 'feel', 'like', 'living', 'simulation', 'many', 'thing', 'wrong', 'life', 'specific', 'like', 'worst', 'thing', 'happen', 'happens', 'example', 'let', 'say', 'need', 'specialist', 'find', 'local', 'one', 'within', 'day', 'two', 'specialist', 'would', 'moved', 'another', 'much', 'location', 'someone', 'knew', 'needed', 'made', 'difficult', 'find', 'specialist', 'another', 'example', 'feel', 'different', 'people', 'feel', 'like', 'much', 'aware', 'surroundings', 'people', 'feel', 'like', 'much', 'intuitive', 'people', 'like', 'people', 'miss', 'obvious', 'thing', 'seen', 'sure', 'good', 'example', 'would', 'little', 'thing', 'obvious', 'vented', 'people', 'became', 'angry', 'claim', 'thing', 'mistake', 'brain', 'fart', 'yes', 'accept', 'people', 'make', 'mistake', 'hardly', 'ever', 'make', 'kind', 'mistake', 'easy', 'make', 'sigh', 'sound', 'like', 'think', 'superior', 'something', 'really', 'make', 'best', 'possible', 'decision', 'avoid', 'mistake', 'easy']",5
"['since', 'intentionally', 'initiated', 'alters', 'abuser', 'mind', 'ever', 'since', 'early', 'childhood', 'storing', 'memory', 'completely', 'different', 'adult', 'permanently', 'adult', 'remember', 'memory', 'fading', 'effect', 'little', 'child', 'inflicted', 'trauma', 'severe', 'enough', 'fragment', 'mind', 'creating', 'time', 'warp', 'effect', 'countless', 'multiple', 'identity', 'created', 'distinctive', 'biographical', 'memory', 'experience', 'personality', 'mean', 'toddler', 'child', 'teenager', 'adult', 'time', 'traumatic', 'memory', 'inflicted', 'upon', 'infinite', 'series', 'would', 'die', 'overclocked', 'mind', 'wall', 'would', 'opened', 'turning', 'multiple', 'stream', 'consciousness', 'single', 'stream', 'without', 'anyone', 'killing', 'committing', 'suicide', 'think', 'low', 'capacity', 'computer', 'overloaded', 'hell', 'back']",5
"['one', 'alter', 'main', 'host', 'period', 'life', 'rl', 'friend', 'period', 'falling', 'deal', 'alter', 'gone', 'inside', 'refuse', 'engage', 'rl', 'person', 'alters', 'host', 'information', 'relationship', 'person', 'slip', 'missing', 'important', 'date', 'information', 'etc', 'co', 'rl', 'person', 'know', 'alter', 'see', 'friend', 'multiple', 'telling', 'person', 'option', 'thing', 'end', 'social', 'medium', 'easily', 'highly', 'covert', 'system', 'even', 'family', 'told']",5
"['sometimes', 'thrown', 'train', 'thought', 'feel', 'thing', 'around', 'hand', 'body', 'mine', 'way', 'matter', 'thing', 'bigger', 'happening', 'around', 'animal', 'made', 'aware', 'existence']",5
"['discovering', 'information', 'passive', 'influence', 'alters', 'missing', 'link', 'doubt', 'whatsoever', 'many', 'response', 'influenced', 'alters', 'without', 'full', 'switch', 'never', 'found', 'literature', 'today', 'another', 'member', 'wrote', 'saying', 'passive', 'influence', 'common', 'actual', 'switching', 'agree', 'least', 'case', 'plenty', 'time', 'life', 'acted', 'totally', 'character', 'behaviour', 'completely', 'uncommon', 'embarrassed', 'claim', 'unwanted', 'action', 'case', 'passive', 'influence', 'definitely', 'http', 'traumadissociation', 'dissociativeidentitydisorder', 'http', 'research', 'identity_alteration', 'switching', 'http', 'blog', 'didmyths']",5
"['lot', 'stress', 'moment', 'university', 'lack', 'communication', 'uni', 'covid', 'worying', 'family', 'covid', 'moved', 'house', 'grandma', 'diagnosed', 'dementia', 'visiting', 'family', 'xmas', 'deadline', 'due', 'support', 'university', 'closed', 'etc', 'etc', 'think', 'built', 'suddenly', 'experiencing', 'awful', 'anxiety', 'anxiety', 'feel', 'completely', 'disconnected', 'world', 'feel', 'like', 'really', 'every', 'day', 'almost', 'dreaming', 'staying', 'mum', 'get', 'irritable', 'talk', 'concentrate', 'saying', 'want', 'shut', 'snap', 'look', 'real', 'either', 'get', 'upset', 'feel', 'guilty', 'cry', 'sometimes', 'talking', 'feel', 'like', 'take', 'saying', 'mind', 'elsewhere', 'thinking', 'many', 'thing', 'think', 'make', 'panic', 'distressing', 'came', 'visit', 'feeling', 'sort', 'stressed', 'stable', 'definitely', 'like', 'hoping', 'go', 'home', 'feel', 'better', 'also', 'worried', 'feel', 'better', 'isolated', 'help', 'anyone', 'experienced', 'feeling', 'real', 'extreme', 'irritability', 'experienced', 'feeling', 'real', '12', 'going', 'lot', 'stress', 'dad', 'told', 'mild', 'depersonalisation', 'rmn', 'told', 'lie', 'bed', 'breathe', 'repeat', 'really', 'fairness', 'worked', 'working', 'time', 'lot', 'worse']",5
"['hey', 'name', 'remus', '2', 'week', 'ago', 'took', 'much', 'thc', 'edible', 'got', 'high', 'feel', 'real', 'sleep', 'slowly', 'getting', 'better', '2', 'week', 'ago', 'bad', 'state', 'kinda', 'feel', 'bit', 'high', 'time', 'going', 'really', 'scary', 'struggling', 'everyday', 'dream', 'high', 'like', 'panic', 'dream', 'advice', 'would', 'greatful', 'many', 'thanks']",5
"['ok', 'happened', 'couple', 'time', 'stumped', 'went', 'google', 'took', 'dissociation', 'test', 'probably', 'legitimate', 'question', 'make', 'sense', 'thing', 'added', 'started', 'make', 'bit', 'click', 'head', 'always', 'viewed', 'forgetful', 'selective', 'hearing', 'ha', 'almost', '30', 'female', 'lot', 'negative', 'thing', 'happen', 'life', 'want', 'go', 'great', 'detail', 'want', 'make', 'short', 'heard', 'people', 'borderline', 'personality', 'disorder', 'lot', 'research', 'resembles', 'problem', 'mental', 'health', 'disorder', 'heard', 'couple', 'episode', 'first', 'one', 'nail', 'technician', 'home', 'sister', 'law', 'nail', 'sudden', 'felt', 'control', 'hand', 'struggle', 'make', 'needed', 'twisting', 'foot', 'trying', 'ground', 'make', 'arm', 'trying', 'tell', 'feel', 'faint', 'anything', 'like', 'scared', 'hell', 'second', 'fast', 'forward', 'couple', 'month', 'home', 'alone', 'couch', 'know', 'triggered', 'something', 'television', 'sudden', 'felt', 'like', 'gone', 'almost', 'light', 'headed', 'everything', 'almost', 'get', 'foggy', 'scared', 'bad', 'already', 'paranoia', 'time', 'panic', 'think', 'going', 'drop', 'dead', 'right', 'called', 'boyfriend', 'told', 'felt', 'strange', 'scared', 'calmed', 'ok', 'third', 'one', 'yesterday', 'similar', 'last', 'felt', 'light', 'headed', 'gone', 'everything', 'got', 'almost', 'hazy', 'time', 'though', 'noticed', 'hearing', 'different', 'almost', 'blocked', 'think', 'going', 'die', 'call', 'boyfriend', 'laid', 'tried', 'calm', 'eventually', 'passed', 'scared', 'mini', 'stroke', 'something', 'feel', 'like', 'going', 'crazy', 'terrified']",5
"['hello', 'posted', 'forum', 'regarding', 'depression', 'anxiety', 'ordeal', 'triggered', 'one', 'pill', 'expired', 'ssri', 'medication', 'night', 'experienced', 'severe', 'nausea', 'headache', 'went', 'away', 'next', 'morning', 'five', 'day', 'later', 'first', 'symptom', 'experienced', 'intense', 'derealization', 'sudden', 'felt', 'like', 'surroundings', 'real', 'absorbing', 'also', 'coloration', 'room', 'dull', 'began', 'existential', 'thought', 'reality', 'existence', 'impulsively', 'began', 'waving', 'arm', 'behind', 'head', 'suddenly', 'realizing', 'human', 'look', 'forward', 'backward', 'feeling', 'intense', 'discomfort', 'seemingly', 'obvious', 'fact', 'began', 'staring', 'outside', 'window', 'looking', 'house', 'across', 'street', 'trying', 'decide', 'real', 'simulation', 'inside', 'head', 'questioned', 'reality', 'uncomfortable', 'disorienting', 'peak', 'began', 'questioning', 'memory', 'whether', 'genuine', 'day', 'passed', 'derealization', 'subsided', 'symptom', 'replaced', 'intense', 'anxiety', 'rumination', 'depression', 'convinced', 'caused', 'ssri', 'anti', 'depressant', 'withdrawal', 'never', 'symptom', 'except', 'moderate', 'anxiety', 'medication', 'supposed', 'treat', 'symptom', 'seem', 'fall', 'ssri', 'withdrawal', 'even', 'timeline', '5', 'day', 'follows', 'read', 'derealization', 'anxiety', 'intertwined', 'back', 'medication', 'anxiety', 'ebbing', 'nagging', 'feeling', 'derealization', 'lingering', 'back', 'head', 'stare', 'certain', 'object', 'furniture', 'item', 'house', 'make', 'sure', 'derealization', 'gone', 'seems', 'like', 'fear', 'anxiety', 'derealization', 'think', 'might', 'lingering', 'effect', 'anxiety', 'almost', 'totally', 'gone', 'please', 'anyone', 'confirm', 'derealization', 'tied', 'anxiety', 'depression', 'mind', 'trickery', 'memory', 'particularly', 'deflating', 'depressing', 'exhausting', 'also', 'anyone', 'else', 'experienced', 'derealization', 'dissociative', 'disorder', 'triggered', 'medication', 'feel', 'better', 'two', 'week', 'ago', 'worried', 'experience', 'left', 'permanent', 'change', 'psyche', 'please', 'information', 'advice', 'response', 'help', 'felt', 'almost', 'hopeless']",5
"['daydreaming', 'daydreaming', 'sense', 'youre', 'toally', 'aware', 'present', 'drift', 'dream', 'mode']",5
