,0
91,"Hi all.

I got out of an abusive relationship three years ago. I am very much over her romantically, but occasionally think about her/worry about her. I also worry about hurting her feelings so I’ve never deleted her from social media/blocked her from anything and I am always willing to reply to her or say hi if I see her.

This is causing major tension and possibly breaking up my current relationshp. I’m very much in love with my current partner and I would hate for it to end over this.

I’m wondering if anyone can share experiences with not fully being able to let go of an abusive partner - maybe any articles or podcasts if they’re out there (I haven’t been able to find anything on this specifically)"
92,"Hi,
without going into too much detail, i was forced to take the morning after pill by the abuser, i obviously have pain from the assault itself but.. the manipulation surrounding the experience after is almost too much to bear.
Does any body else have experience of PTSD around events involving morning after pill? 
I don't know if this anxiety and self loathing is relating to pregnancy or because I didn't fight him. Thanks for your time in advance"
93,I suffered a severe nervous breakdown last year that turned into a psychosis (brought on by stress not drugs)... I was going through something very intense & couldn’t sleep for weeks because psychosis made me feel like I was dying... since then there have been strange & perplexing changes to my body that have not changed back.... one of them is that alcohol no longer affects me at all?? Previously I could have 2 drinks & feel tipsy - now it doesn’t affect me at all... have tried to drink and experiment with different quantities to no avail... it’s very perplexing... not to use as a crutch but to not be able to experience any effects at all is bizarre? Anyone had this happen to them?
94,"I hope that those with and without PTSD or cPTSD read this article.
https://www.google.com/amp/s/www.vox.com/platform/amp/the-highlight/2020/4/23/21231596/coronavirus-covid-19-mental-health-ptsd-anxiety-depression"
95,"When I was living alone back in 2015, I had a break down of some kind and my family was there at the time, just my mom and dad. I was living in supported living, I have Asperger’s so it’s hard to process things properly but I had such a melt down, the police were called. Obviously I started to panic and I had no idea what to do. I wanted to run away and never come back, I wasn’t drunk, under any influence of drugs. 
so anyway, the police came and started talking to me, and I was adamant I was not going with them, they wanted to take me to the hospital so I could talk to someone. However at the time, I was terrified. 
so finally, and this is where it became hell. I was literally handcuffed and dragged out of there screaming for mom and dad to stop them but they didn’t listen and I was placed into the back of the car, I hadn’t committed any crime other than the fact I didn’t want to go with them. 
so I was taken to the police station and placed into an actual Cell, I was absolutely terrified and couldn’t believe this was happening to me because of my mental health, I hadn’t been screaming and making a noise, I wasn’t being violent. 
I remember being told to undress which I said no to obviously, and the lady officer said she would psychically make me change into these clothes. I was shocked and crying so I did it and was humiliated as I got changed. 
I was left in the cell all night. I had nothing but a small wash basin and a camera watching me all the time. 
I asked to speak to the doctor and he did come to see me but never come back with Any medication. I never saw him again. 
I was placed into that cell without being told why I was there. I am traumatised about it to this day and have never told anyone ab it because I was ashamed. They were cruel to me because I had a mental illness. I wouldn’t wish that on anyone. And because I have autism, I still don’t understand why my family would allow something like that to happen, infront of them. My dad picked me up the next day and my mom said if that ever happened again I wouldn’t have a home, but I did not do anything wrong. I felt I was being punished for my mental illness. 
as I get older I wonder why this happened and just wonder if this has happened to anyone else. The police gave me no explanation on why they did it. 
I asked my mom a few months ago and said it had been for my own protection but that’s not protecting someone, that’s causing enormous stress and anxiety and physical pain Because they literally dragged me outside to the car and it was the most humiliating thing to go through.Sitting in that cell all night wandering why this happened to me."
96,"I remember when i first met my wife (about 12 yrs ago) and i was standing in my bedroom i started to hear voices calling my name "" Richard Richard Richard "" they were not telling me to do anything they were just calling my name and it completely  freaked me out and i was stuck standing there in my bedroom so afraid to move or talk , my wife was unsure what to do however at some point i ended up in the ER having having absolutely no clue how i got there ( my wife drove me ) all i remember is seeing a bunch of colors swirling around the room and like a little boy just so afraid , the Dr came in the room and asked me a bunch of questions ( am i suicidal or homicidal , do i feel safe ) he told me after doing a bunch of tests that my PTSD caused me to decompensate and lose touch with reality then he went into what kind of childhood did i have and that of course opened the flood gates to i was molested by my mother and foster father when i was 12.


My past doesn't own me like it used to but i damn sure will never forget how alone and afraid i felt in my childhood and how alone and afraid i felt as an adult, when i was having the ""episode"" of PTSD in my bedroom nothing that i could remember triggered me but not being able to sleep and up all night the night before i was manic (I'm bipolar) i spoke to my therapist about it and she said i could definitely be triggered by lack of  sleep as my brain cant handle going that long without sleep'

AnywayI'm no longer having flashbacks or am i triggered , thank you God , I'm in recovery for alcoholism ( over 8 yrs sober ) and being sober has been the best thing that has ever happened to me ( except my wife of course ) i try to live my life as best as i know how but my source of comfort and happiness is Lisa as she is so silly ( i need hat in my life ) :loveshower:and ALWAYS so positive( i also need positivity in my life as well ) anyway i never expected to go on for so long but i wanted to share a part of me that not a lot of people know yet comfortable enough to do this without feeling souncomfortable, thank you for taking the time in reading this i hope it can help someone because with people in my life i know it helped me."
97,"I was bullied very badly in high school. The whole school, including the teachers used to bully me. High school ended 10 years ago and I still have those awful memories. I saw the facebook of some of my bullies and I see their lives are amazing, they have money, friends, everything. Meanwhile I am dirt poor, jobless, living on less than 1$ a day. I am so angry at everything. I have ptsd due to people treating me worse than shit and it won't go away. I am pretty sure serial rapists and murderers aren't treated as bad as I was treated back in school.

My bullies continue to be ultra successful in life while I am becoming more of a loser each day. I wish there was some kind of justice system or karma for my bullies but there isn't. It's a messed up world where anything can happen. These people got away with torturing my mind for 5-6 years. What's the point of living like this? Why shouldn't I kill myself? I am tired of being bullied inside my mind 24/7, it's an endless mind torture."
98,"I've been struggling with anxiety, vivid dreams, and hypnagogic  hallucinations. I haven't felt right for months now. Some days are better than others. Can you get PTSD from years of stress over losing a business?"
99,"I picked this forum but not sure if it’s the right one. There should be an anger issues forum.

I don’t know why I get a feeling of anger but when I see an instance of a parent being kind or loving to their kids, it makes me angry. I physically feel a knot in my stomach. I hate that I feel this way. It’s probably jealousy more than anything.I see posts on social media where a parent is wishing their kid a happy birthday and doting on them and telling everyone how great they are. And I get this feeling of anger and I hate seeing it. I usually say shut up and scroll as fast as I can by it. I know feeling this way is bad. I would never say anything like that to anyone personally. But the thoughts are there nonetheless. How do I stop it? I wish i could get amnesia and just make it all go away."
100,"Hey guys

As mentioned in my previous question iv been very scared from replaying certain trauma over and over for the past week. 

Trouble is I think it caused a breakdown eventually and it got to the point I was so confused, dizzy and have awful headache. 

Is there a way to get past this and have u ever had it before?"
